1890,1,1,3600,12,16,2,0,4,266,8.1
1384,1,1,3000,12,16,1,0,4,166,8.1
1524,1,1,3000,12,16,2,0,4,166,8.1
1511,1,1,3600,12,16,1,0,4,166,8.1
1552,1,1,3000,12,16,2,0,4,200,8.1
1739,1,1,3600,12,16,2,0,4,200,8.1
1818,1,1,3800,12,16,2,0,4,200,8.1
1599,1,1,3000,12,16,2,0,4,200,8.1
1472,1,1,3000,12,16,1,0,4,200,8.1
1809,1,1,3600,12,16,2,0,4,200,8.1
1388,1,1,3000,12,16,1,0,3,166,8.1
1527,1,1,3000,12,16,2,0,3,166,8.1
1718,1,1,3600,12,16,2,0,3,166,8.1
1522,1,1,3600,12,16,1,0,3,166,8.1
1457,1,1,3000,12,16,1,0,3,200,8.1
1588,1,1,3000,12,16,2,0,3,200,8.1
1800,1,1,3600,12,16,2,0,3,200,8.1
1608,1,1,3600,12,16,1,0,3,200,8.1
1814,1,1,2800,64,64,1,0,1,200,8.1
1439,1,1,2400,64,64,1,0,1,200,8
1741,1,1,2600,64,64,1,0,1,200,8
1595,1,1,2400,64,64,1,0,1,200,8
1504,1,1,2400,64,64,1,0,1,200,8
1303,1,1,1800,64,64,1,0,2,200,8.1
1389,1,1,2000,64,64,1,0,2,200,8.1
1482,1,1,2200,64,64,1,0,2,200,8.1
1555,1,1,2400,64,64,1,0,2,200,8.1
1630,1,1,2600,64,64,1,0,2,200,8.1
1664,1,1,2600,64,64,1,0,2,200,8.1
1492,1,1,2400,64,64,1,0,2,200,8
2566,1,1,1600,16,16,0.25,9,8,133,8.1
1516,1,1,3000,12,16,2,0,0.5,266,8.1
1350,2,1,2800,12,16,2,0,0.5,266,8.1
1208,1,1,2800,12,16,2,0,0.5,200,8.1
1247,2,2,2800,24,32,2,0,1,166,8.1
1219,2,2,2800,24,32,2,0,1,166,8.1
1303,2,2,2800,24,32,2,0,1,200,8.1
1207,4,4,3160,48,64,2,0,1,200,8.1
1388,1,1,2800,12,16,2,0,0.5,266,8.1
1393,2,1,2800,12,16,2,0,0.5,266,8.1
1868,1,1,1400,16,16,0.25,3,8,100,8
2545,1,1,1600,16,16,0.25,9,32,133,8.1
1775,1,1,3600,12,16,2,0,2,200,8.1
1775,1,1,3600,12,16,2,0,2,200,8.1
1834,1,1,3800,12,16,2,0,8,200,8.1
1800,1,1,3600,12,16,2,0,8,200,8.1
1502,1,1,3600,12,16,1,0,8,200,8
1766,1,1,3600,12,16,2,0,8,200,8.1
1826,1,1,3800,12,16,2,0,8,200,8.1
1783,1,1,3600,12,16,2,0,2,200,8.1
1836,1,1,3800,12,16,2,0,8,200,8.1
1485,1,1,3600,12,16,1,0,2,200,8
1798,1,1,3600,12,16,2,0,8,200,8.1
1832,1,1,3800,12,16,2,0,8,200,8.1
1450,1,1,3600,16,16,1,0,8,200,8
1773,1,1,3600,12,16,2,0,8,200,8.1
1823,1,1,3800,12,16,2,0,8,200,8.1
1227,1,1,3330,12,16,1,8,16,200,8.1
1300,1,1,3660,12,16,1,0,16,200,8.1
1227,1,1,3330,12,16,1,8,16,200,8.1
1300,1,1,3660,12,16,1,0,16,200,8.1
1939,1,1,3600,12,16,2,0,2,200,8.1
1779,1,1,3600,12,16,2,0,2,200,8.1
1830,1,1,3800,12,16,2,0,8,200,8.1
1485,1,1,3600,12,16,1,0,2,200,8
1087,1,1,2000,32,32,2,0,2,166,8
1209,1,1,2800,12,16,1,0,2,166,8
1325,1,1,2800,12,16,1,0,2,200,8
1382,1,1,3000,12,16,1,0,2,200,8
1482,1,1,3200,12,8,0.5,2,2,200,8
1438,1,1,3200,12,16,1,0,2,200,8
1544,1,1,3400,12,8,0.5,2,2,200,8
1295,1,1,3400,12,8,0.5,0,2,200,8
1489,1,1,3400,12,16,1,0,2,200,8
1905,1,1,3600,12,16,2,0,2,266,8.1
1976,1,1,3800,12,16,2,0,2,266,8.1
1026,1,1,2400,12,8,0.5,1,2,133,8
1091,1,1,2800,12,8,0.5,1,2,133,8
1168,1,1,3066,12,8,0.5,1,2,133,8
1194,1,1,3200,12,8,0.5,1,2,133,8
1338,1,1,3200,12,8,0.5,2,2,133,8
1519,1,1,3400,12,16,1,0,2,200,8
1507,1,1,3400,12,16,1,0,2,266,8
1755,1,1,3800,12,16,1,0,2,266,8.1
1799,1,1,3600,12,16,2,0,8,200,8.1
1802,1,1,3600,12,16,2,0,4,200,8.1
1672,1,1,3600,12,16,1,0,4,200,8.1
1668,1,1,3400,12,16,2,0,4,166,8.1
1760,1,1,3600,12,16,2,0,8,200,8.1
1593,1,1,3600,12,16,1,0,8,200,8.1
1801,1,1,3800,12,16,2,0,8,200,8.1
1465,1,1,2200,64,64,1,0,8,200,8
1348,1,1,3200,12,8,0.5,2,2,133,8.1
1449,1,1,2200,64,64,1,0,4,200,8
1782,1,1,3600,12,16,2,0,8,200,8.1
1828,1,1,3800,12,16,2,0,8,200,8.1
1813,1,1,2800,64,64,1,0,8,200,8.1
1546,1,1,2200,64,64,1,0,8,200,8.1
1637,1,1,2400,64,64,1,0,8,200,8.1
1326,1,1,3200,12,8,0.5,2,2,133,8
1327,1,1,3400,16,16,1,0,2,166,8
1364,1,1,3600,16,16,1,0,2,166,8
1800,1,1,3600,12,16,2,0,8,200,8.1
1861,1,1,3800,12,16,2,0,8,200,8.1
1318,1,1,3200,12,8,0.5,2,2,133,8
1407,1,1,3400,16,16,1,0,2,200,8
1729,1,1,3600,12,16,2,0,4,200,8.1
1495,1,1,3600,16,16,1,0,2,200,8
1859,1,1,3800,12,16,2,0,8,200,8.1
1805,1,1,2800,64,64,1,0,8,200,8.1
1486,1,1,2200,64,64,1,0,8,200,8
1637,1,1,2400,64,64,1,0,8,200,8.1
1212,1,1,3000,12,8,0.5,4,8,100,8
1227,1,1,3333,12,16,1,8,32,200,8.1
1314,1,1,3666,12,16,1,0,32,200,8.1
1503,1,1,3400,12,16,1,0,8,166,8.1
1672,1,1,3400,12,16,2,0,12,200,8.1
1799,1,1,3600,12,16,2,0,8,200,8.1
1308,1,1,3200,12,8,0.5,2,2,133,8
1470,1,1,3400,16,16,1,0,4,200,8
1735,1,1,3600,12,16,2,0,4,200,8.1
1504,1,1,3600,16,16,1,0,4,200,8
1851,1,1,3800,12,16,2,0,8,200,8.1
1308,1,1,3660,12,16,1,0,16,200,8.1
1636,1,1,3200,12,16,2,0,8,200,8.1
1704,1,1,3400,12,16,2,0,8,200,8.1
1769,1,1,3600,12,16,2,0,8,200,8.1
1577,1,1,3000,12,16,2,0,8,200,8.1
1650,1,1,3200,12,16,2,0,8,200,8.1
1716,1,1,3400,12,16,2,0,8,200,8.1
1577,1,1,3000,12,16,2,0,4,200,8.1
1650,1,1,3200,12,16,2,0,4,200,8.1
1717,1,1,3400,12,16,2,0,4,200,8.1
1779,1,1,3600,12,16,2,0,4,200,8.1
1649,1,1,3200,12,16,2,0,4,200,8.1
1714,1,1,3400,12,16,2,0,4,200,8.1
1575,1,1,3000,12,16,2,0,4,200,8.1
1647,1,1,3200,12,16,2,0,4,200,8.1
1715,1,1,3400,12,16,2,0,4,200,8.1
1780,1,1,3600,12,16,2,0,4,200,8.1
1369,1,1,3000,12,16,1,0,4,200,8
1700,1,1,3600,12,16,1,0,8,200,8.1
1625,1,1,3600,12,16,1,0,4,200,8.1
966,1,1,2800,12,8,0.5,0,1,133,8
1241,1,1,3199,12,8,0.5,2,1,133,8
1192,1,1,2985,12,8,0.5,4,2,133,8
2285,2,2,1596,16,16,0.25,3,8,133,8.1
1984,1,1,1596,16,16,0.25,3,8,133,8
2038,1,1,1496,16,16,0.25,6,8,133,8
1636,2,2,3392,24,16,1,0,4,200,8.1
1618,2,2,3392,24,16,1,0,4,200,8.1
1484,2,2,3392,24,16,1,0,4,200,8.1
1412,2,2,3189,24,16,1,0,4,200,8.1
1846,2,2,3591,24,32,2,0,2,200,8.1
1524,1,1,3392,12,8,0.5,2,2,200,8
303,1,1,1000,16,16,0.25,0,0.25,133,8.1
804,1,1,2000,12,8,0.5,0,0.25,533,8.1
1300,1,1,3400,12,8,0.5,0,1,200,8
1297,1,1,3400,12,8,0.5,0,1,200,8
1544,1,1,3400,12,8,0.5,2,1,200,8
1546,1,1,3400,12,8,0.5,2,1,200,8
1326,1,1,2800,12,16,1,0,1,200,8
1381,1,1,3000,12,16,1,0,1,200,8
1381,1,1,3000,12,16,1,0,1,200,8
1434,1,1,3200,12,16,1,0,1,200,8
1548,1,1,3400,12,8,0.5,2,1,200,8
1481,1,1,3400,12,16,1,0,1,200,8
1325,1,1,2800,12,16,1,0,1,200,8
1433,1,1,3200,12,16,1,0,1,200,8
1458,1,1,3000,12,16,1,0,1,266,8
1578,1,1,3400,12,16,0.5,2,1,266,8
1627,1,1,3600,12,16,1,0,1,266,8
1496,1,1,2800,12,16,1,0,1,266,8.1
1568,1,1,3000,12,16,1,0,1,266,8.1
1719,1,1,3466,12,8,0.5,2,1,266,8.1
1839,1,1,3800,12,16,1,0,1,266,8.1
1894,1,1,3600,12,16,2,0,1,266,8.1
2013,1,1,3733,12,16,2,0,1,266,8.1
1848,1,1,1300,16,16,0.25,3,4,166,8
2455,1,1,1500,16,16,0.25,4,4,166,8.1
1931,1,1,1400,16,16,0.25,3,4,133,8
2361,1,1,1500,16,16,0.25,4,2,166,8.1
2600,1,1,1600,16,16,0.25,6,4,166,8.1
2647,1,1,1600,16,16,0.25,9,8,166,8.1
1620,1,1,2600,64,64,1,0,4,200,8
1600,1,1,2600,64,64,1,0,4,200,8
1632,1,1,2600,64,64,1,0,4,200,8
1537,1,1,3600,12,16,1,0,2,266,8
1632,2,1,3200,12,16,1,0,2,333,8.1
1583,2,1,3200,12,16,1,0,4,333,8.1
1633,1,1,3800,12,8,1,0,4,266,8
1333,2,2,3600,24,32,1,0,6,166,8
1690,1,1,3600,12,16,2,0,2,200,8.1
1473,2,2,3600,24,32,1,0,8,200,8
1594,1,1,3600,12,16,1,0,8,200,8.1
1339,2,2,3600,24,32,1,0,8,166,8
1375,2,2,3600,24,32,1,0,8,166,8
1500,2,2,3600,24,32,1,0,4,200,8.1
1519,1,1,3600,12,16,1,0,4,200,8.1
1454,1,1,3400,12,16,0.5,1,1,200,8
1393,2,2,3400,24,16,0.5,2,0.5,200,8
1270,2,2,3400,24,16,0.5,2,2,166,8
1402,2,2,3400,24,32,1,0,8,200,8
1397,2,2,3400,24,32,1,0,4,200,8
1360,2,2,3600,24,32,1,0,6,166,8
1220,2,2,3400,24,16,0.5,2,16,133,8
1370,2,2,3600,24,32,1,0,4,166,8
